credit_score,first_payment_date,mortgage_insurance_percentage,number_of_units,original_combined_loan_to_value,original_debt_to_income_ratio,original_upb,original_loan_to_value,original_interest_rate,property_type,number_of_borrowers,seller_name,servicer_name
816,202211,0,1,80,38,524000,80,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
660,202211,25,1,90,31,558000,90,6.299,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
706,202211,0,1,80,32,304000,80,5.875,CO,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
721,202211,12,1,85,32,404000,85,5.5,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
797,202211,0,1,80,42,412000,80,5.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
727,202211,30,1,95,35,613000,95,5.25,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
662,202211,0,1,80,45,540000,80,5.5,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
732,202211,0,1,80,50,408000,80,5.75,SF,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
699,202210,25,1,86,48,580000,86,5.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
786,202210,0,1,70,31,435000,70,5.125,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
750,202211,0,1,80,44,510000,80,5.625,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
760,202211,25,1,90,35,212000,90,5.99,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
774,202211,0,1,80,34,540000,80,4.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
755,202211,30,1,95,41,440000,95,4.625,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
736,202211,0,1,66,27,550000,66,4.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
756,202210,25,1,90,42,216000,90,6.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
754,202210,25,1,90,50,464000,90,6.375,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
691,202211,30,1,95,40,342000,95,5.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
746,202211,0,1,50,49,300000,50,5.125,SF,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
727,202210,25,1,88,43,570000,88,5.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
722,202210,30,1,95,42,610000,95,5.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
751,202210,25,1,90,49,584000,90,5.375,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
789,202211,25,1,97,49,223000,97,5.25,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
804,202211,0,1,60,37,570000,60,5.375,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
707,202210,0,1,80,37,168000,80,5.875,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
797,202210,25,1,92,43,207000,92,5.625,CP,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
780,202211,0,1,80,26,200000,80,5.875,CP,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
787,202211,30,1,95,43,523000,95,5.49,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
740,202211,18,1,97,48,276000,97,5.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
735,202211,30,1,95,48,380000,95,5.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
691,202211,0,1,42,44,251000,42,5.49,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
706,202211,0,1,68,48,315000,68,6.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
802,202211,30,1,95,30,508000,95,5.625,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
722,202211,0,1,80,44,424000,80,4.875,SF,1,Other sellers,Other servicers
706,202211,25,1,90,37,428000,90,5.125,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
741,202211,30,1,95,41,456000,95,5.125,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
792,202211,30,1,95,34,390000,95,5.0,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
772,202211,0,1,80,49,444000,80,4.99,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
759,202211,0,1,80,22,448000,80,5.0,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
783,202210,0,1,80,31,480000,80,4.5,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
780,202210,25,1,90,38,639000,90,5.125,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
732,202210,25,1,90,32,599000,90,5.125,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
752,202210,0,1,40,50,200000,40,6.125,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
790,202210,0,1,80,33,620000,80,5.625,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
763,202210,0,1,80,40,444000,80,5.625,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
785,202210,0,2,80,47,400000,80,5.625,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
761,202210,30,1,95,44,594000,95,5.875,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
816,202210,25,1,90,43,572000,90,5.5,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
782,202210,0,1,80,49,337000,80,6.0,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
718,202210,0,1,95,42,285000,95,6.125,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
751,202210,35,1,97,42,534000,97,5.875,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
700,202210,30,1,95,44,675000,95,6.125,SF,2,"FLAGSTAR BANK, FSB","FLAGSTAR BANK, NATIONAL ASSOCIATION"
733,202210,30,1,95,44,713000,95,6.125,SF,2,"FLAGSTAR BANK, FSB","FLAGSTAR BANK, NATIONAL ASSOCIATION"
765,202211,25,1,90,30,895000,90,6.375,SF,1,"FLAGSTAR BANK, FSB","FLAGSTAR BANK, NATIONAL ASSOCIATION"
684,202211,0,1,80,46,520000,80,6.125,SF,4,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
699,202211,0,1,74,49,338000,74,4.875,PU,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
729,202210,0,1,80,36,516000,80,5.625,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
744,202211,30,1,95,38,542000,95,5.5,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
815,202211,0,1,75,30,417000,75,5.5,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
792,202210,0,1,50,29,240000,50,5.25,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
750,202211,25,1,90,28,470000,90,5.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
678,202211,0,1,42,50,220000,42,5.5,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
759,202211,12,1,85,47,438000,85,4.875,SF,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
797,202211,25,1,90,36,473000,90,5.5,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
685,202211,30,1,95,41,618000,95,5.5,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
782,202211,35,1,96,32,490000,96,5.625,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
689,202210,12,1,85,36,485000,85,5.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
714,202211,25,1,89,39,540000,89,5.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
677,202211,0,1,80,30,300000,80,5.625,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
752,202210,30,1,95,37,684000,95,5.625,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
741,202210,0,1,81,50,510000,81,4.375,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
716,202211,0,1,51,43,475000,51,5.125,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
775,202211,25,1,90,43,333000,90,4.625,CO,1,"UNITED WHOLESALE MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
763,202211,25,1,90,46,513000,90,4.875,PU,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
778,202211,30,1,95,33,561000,95,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
801,202210,25,1,90,30,747000,90,4.99,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
759,202211,25,1,90,50,609000,90,4.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
805,202211,0,1,66,35,400000,66,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
686,202211,0,1,80,30,476000,80,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
746,202211,0,1,70,46,788000,70,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
703,202211,0,1,54,29,400000,54,4.852,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
812,202211,12,1,83,40,560000,83,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
784,202211,25,1,88,29,550000,88,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
717,202211,30,1,92,40,647000,92,4.99,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
732,202211,25,1,90,33,572000,90,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
770,202211,25,1,90,44,621000,90,4.875,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
729,202211,30,1,93,47,535000,93,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
753,202211,0,1,85,49,595000,85,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
750,202210,30,1,93,49,807000,93,5.625,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
788,202211,0,1,70,39,637000,70,4.375,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
759,202211,0,1,90,42,341000,90,5.375,SF,1,Other sellers,PHH MORTGAGE CORPORATION
740,202211,0,1,80,34,284000,80,4.875,CP,1,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
646,202210,0,1,80,37,400000,80,5.875,SF,2,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
748,202210,12,1,85,36,535000,85,5.75,SF,2,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
739,202211,12,1,90,27,113000,90,4.625,CP,1,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
727,202211,0,1,69,42,310000,69,5.625,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
753,202211,30,1,94,30,420000,94,5.875,CO,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
767,202211,30,1,95,44,413000,95,6.0,SF,2,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
671,202211,30,1,95,43,415000,95,6.375,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
796,202211,0,1,80,22,540000,80,3.625,CO,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
721,202211,12,1,85,42,429000,85,5.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
720,202211,0,1,81,46,535000,81,5.5,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
720,202210,0,1,90,44,494000,90,5.5,SF,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
726,202211,30,1,95,45,409000,95,5.875,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
776,202211,30,1,95,50,589000,95,5.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
738,202211,0,1,66,40,170000,66,5.625,CO,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
785,202211,25,1,90,34,490000,90,5.375,SF,3,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
665,202211,0,1,85,41,463000,85,5.356,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
749,202211,25,1,90,44,567000,90,5.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
633,202211,30,1,95,35,456000,95,6.05,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
710,202211,30,1,92,34,540000,92,5.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
751,202211,30,1,95,45,608000,95,5.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
770,202211,0,1,70,29,418000,70,4.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
778,202210,25,1,90,46,585000,90,4.875,SF,2,Other sellers,Other servicers
734,202211,0,1,90,44,495000,90,5.875,SF,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
716,202210,30,1,95,37,494000,95,6.5,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
705,202211,30,1,95,47,451000,95,5.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
743,202211,30,1,95,46,413000,95,5.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
739,202211,25,1,90,50,522000,90,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
791,202211,0,1,75,49,497000,75,4.875,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
808,202211,0,1,80,43,490000,80,5.375,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
798,202211,30,1,92,35,647000,92,5.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
690,202211,0,1,80,46,632000,80,5.625,SF,4,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
737,202211,0,1,80,50,540000,80,5.375,SF,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
757,202211,0,1,72,46,200000,72,4.99,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
802,202211,25,1,90,45,558000,90,5.125,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
796,202211,0,1,65,26,269000,65,5.375,CO,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
778,202211,0,1,80,44,583000,80,5.0,CO,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
737,202211,30,1,95,42,508000,95,5.625,SF,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
732,202211,0,1,75,49,551000,75,5.875,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
803,202211,0,1,56,47,499000,56,5.625,SF,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
732,202211,25,1,90,31,473000,90,5.5,SF,2,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
748,202211,25,1,90,37,180000,90,6.625,CP,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
753,202211,0,1,80,22,872000,80,5.5,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
724,202211,25,1,86,46,765000,86,5.25,SF,3,"UNITED WHOLESALE MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
724,202211,0,1,80,50,409000,80,5.875,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
746,202210,25,1,95,50,342000,95,5.125,SF,1,PENNYMAC CORP.,PENNYMAC CORP.
791,202209,0,1,80,39,310000,80,5.5,SF,1,PENNYMAC CORP.,PENNYMAC CORP.
722,202211,0,1,39,49,130000,39,5.25,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
754,202211,30,1,95,28,409000,95,5.125,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
721,202210,25,1,89,48,494000,89,5.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
778,202211,0,1,59,35,426000,59,5.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
752,202211,30,1,95,38,467000,95,5.75,SF,2,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
728,202211,0,1,80,45,372000,80,5.99,SF,2,Other sellers,Other servicers
687,202210,12,1,85,44,391000,85,6.125,SF,2,Other sellers,Other servicers
798,202211,30,1,95,38,784000,95,6.0,SF,1,Other sellers,Other servicers
749,202211,0,1,80,50,768000,80,5.625,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
718,202211,0,1,80,45,479000,80,5.625,SF,1,Other sellers,Other servicers
675,202211,0,1,72,45,256000,72,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
780,202211,30,1,95,39,561000,95,5.0,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
797,202211,12,1,85,45,599000,85,5.0,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
761,202211,0,1,60,34,750000,60,5.125,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
794,202211,25,1,87,47,432000,87,5.125,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
770,202210,0,1,80,33,404000,80,5.125,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
771,202210,0,1,77,26,570000,77,5.0,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
780,202210,30,1,95,43,618000,95,4.875,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
790,202211,0,1,80,23,568000,80,5.125,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
722,202211,25,1,90,37,527000,90,5.125,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
784,202211,0,1,80,25,452000,80,5.5,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
797,202211,0,1,80,30,588000,80,5.25,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
781,202210,30,1,93,35,510000,93,5.375,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
733,202211,0,1,80,42,476000,80,6.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
696,202211,0,1,80,40,332000,80,5.875,CO,1,Other sellers,Other servicers
694,202211,25,1,90,37,540000,90,5.99,SF,2,Other sellers,Other servicers
687,202211,12,1,85,39,493000,85,5.75,SF,2,Other sellers,Other servicers
725,202211,25,1,90,49,485000,90,5.99,SF,2,Other sellers,Other servicers
771,202210,30,1,95,45,499000,95,5.875,SF,2,Other sellers,Other servicers
756,202211,0,1,80,29,623000,80,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
667,202211,30,1,95,37,380000,95,5.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
790,202210,25,1,90,38,450000,90,5.75,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
731,202211,30,1,95,37,428000,95,5.875,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
687,202211,25,1,90,48,485000,90,6.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
763,202211,30,1,92,43,414000,92,5.875,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
743,202211,25,1,90,47,494000,90,5.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
770,202211,35,1,96,45,528000,96,5.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
664,202211,30,1,95,44,542000,95,5.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
791,202211,25,1,90,40,422000,90,5.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
776,202211,0,1,66,37,400000,66,5.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
780,202211,12,1,85,44,536000,85,5.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
731,202211,30,1,94,37,600000,94,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
731,202211,25,1,89,34,465000,89,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
751,202211,12,1,83,50,336000,83,5.375,PU,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
700,202211,25,1,90,45,536000,90,5.375,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
736,202211,25,1,90,36,585000,90,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
786,202210,25,1,89,41,971000,89,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
689,202211,30,1,95,50,618000,95,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
798,202211,30,1,95,34,462000,95,5.5,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
783,202211,25,1,90,28,566000,90,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
718,202211,0,1,80,44,480000,80,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
757,202211,0,1,64,41,625000,64,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
778,202211,25,1,90,34,477000,90,5.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
708,202211,30,1,95,34,537000,95,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
729,202211,0,1,80,47,494000,80,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
722,202211,25,1,90,34,608000,90,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
793,202211,30,1,95,42,580000,95,5.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
