credit_score,first_payment_date,mortgage_insurance_percentage,number_of_units,original_combined_loan_to_value,original_debt_to_income_ratio,original_upb,original_loan_to_value,original_interest_rate,property_type,number_of_borrowers,seller_name,servicer_name
770,202211,25,1,90,45,253000,90,5.125,CP,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
798,202211,25,1,90,40,468000,90,5.0,CP,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
723,202210,0,1,80,50,500000,80,4.875,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
755,202211,30,1,95,43,532000,95,4.875,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
797,202211,0,1,80,48,400000,80,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
797,202211,12,1,83,30,527000,83,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
784,202211,25,1,90,26,626000,90,5.0,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
758,202211,0,1,80,41,520000,80,4.875,CP,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
760,202211,25,1,97,37,262000,97,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
708,202211,25,1,90,50,414000,90,5.125,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
730,202211,0,1,90,45,443000,90,5.0,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
788,202211,12,1,84,40,595000,84,5.125,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
750,202211,0,1,50,49,330000,50,5.25,SF,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
698,202210,25,1,95,45,413000,95,4.75,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
722,202209,0,1,80,38,584000,80,5.5,SF,2,Other sellers,Other servicers
800,202210,25,1,89,47,540000,89,5.5,SF,2,Other sellers,Other servicers
760,202211,12,1,84,41,647000,84,4.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
783,202210,0,1,46,31,271000,46,3.125,CO,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
784,202211,0,1,80,31,639000,80,2.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
786,202211,0,1,75,46,945000,75,4.875,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
714,202211,12,1,82,43,410000,82,5.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
712,202210,25,1,90,45,351000,90,5.625,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
714,202211,30,1,95,44,570000,95,5.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
822,202211,0,1,34,48,200000,34,5.5,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
761,202211,0,1,80,37,500000,80,5.125,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
765,202211,0,1,80,26,444000,80,5.125,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
721,202211,0,1,44,26,275000,44,5.25,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
746,202211,0,1,80,43,520000,80,5.375,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
758,202211,30,1,95,50,570000,95,5.25,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
704,202211,0,2,80,46,528000,80,5.99,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
722,202211,0,1,80,41,631000,80,5.625,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
728,202211,25,1,90,49,740000,90,5.875,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
693,202210,0,1,80,45,464000,80,6.125,SF,2,Other sellers,Other servicers
770,202211,25,1,90,48,405000,90,5.75,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
746,202211,12,1,84,33,420000,84,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
804,202211,25,1,90,50,644000,90,4.875,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
749,202211,0,1,80,38,636000,80,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
696,202211,0,1,80,38,416000,80,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
790,202211,12,1,85,26,485000,85,4.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
738,202210,0,1,89,44,508000,89,5.5,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
779,202211,0,1,80,32,223000,80,5.625,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
792,202211,25,1,90,46,968000,90,5.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
735,202211,12,1,85,41,254000,85,5.875,CO,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
789,202210,30,1,95,29,760000,95,5.25,SF,2,Other sellers,Other servicers
698,202211,30,1,95,43,428000,95,6.0,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
786,202211,0,1,80,36,800000,80,5.875,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
787,202211,25,1,94,47,285000,94,5.625,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
772,202211,25,1,90,49,522000,90,5.125,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
721,202211,35,1,97,44,520000,97,6.125,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
803,202211,0,1,75,33,314000,75,5.5,CO,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
784,202211,30,1,91,33,777000,91,4.875,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
791,202211,0,1,77,43,350000,77,5.375,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
708,202211,25,1,90,50,428000,90,5.5,PU,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
704,202211,0,1,70,44,497000,70,5.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
700,202211,30,1,95,48,461000,95,5.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
695,202211,0,1,70,25,518000,70,5.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
776,202211,30,1,95,43,513000,95,5.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
686,202211,30,1,95,43,428000,95,5.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
672,202210,0,1,80,47,520000,80,5.375,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
734,202210,30,1,95,35,404000,95,5.875,SF,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
713,202210,30,1,95,33,481000,95,5.875,SF,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
773,202210,0,1,80,32,611000,80,4.0,SF,2,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
792,202211,0,1,73,18,300000,73,5.375,CP,1,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
773,202210,30,1,92,49,454000,92,5.125,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
763,202210,30,1,95,45,513000,95,4.99,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
750,202210,30,1,95,50,546000,95,5.125,SF,3,U.S. BANK N.A.,U.S. BANK N.A.
784,202211,0,1,80,44,564000,80,5.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
735,202211,30,1,95,45,589000,95,5.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
732,202211,0,1,42,38,400000,42,4.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
741,202211,30,1,94,45,418000,94,5.49,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
779,202211,0,1,85,50,468000,85,5.125,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
790,202210,0,1,44,13,300000,44,5.405,SF,2,"FLAGSTAR BANK, FSB","FLAGSTAR BANK, NATIONAL ASSOCIATION"
790,202210,25,1,88,46,356000,88,5.0,SF,1,"FLAGSTAR BANK, FSB","FLAGSTAR BANK, NATIONAL ASSOCIATION"
696,202211,0,1,80,41,216000,80,5.5,CP,2,Other sellers,Other servicers
657,202211,30,1,95,27,504000,95,6.125,SF,2,Other sellers,Other servicers
763,202211,25,1,90,40,647000,90,4.875,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
752,202211,0,1,80,42,420000,80,4.875,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
758,202211,0,1,80,44,632000,80,4.75,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
713,202211,30,1,95,40,513000,95,5.625,CO,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC"
720,202211,0,1,70,47,381000,70,4.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
691,202210,30,1,95,42,394000,95,5.99,SF,4,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
669,202211,0,1,32,50,300000,32,5.125,SF,3,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
728,202211,0,1,85,38,468000,85,5.125,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
666,202211,0,1,85,41,640000,85,6.125,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
635,202211,0,1,80,43,440000,80,5.99,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
697,202211,0,1,80,46,500000,80,6.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
700,202209,0,1,80,48,149000,80,5.625,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
762,202211,30,1,92,37,647000,92,5.875,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
764,202211,30,1,95,46,589000,95,5.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
783,202211,25,1,88,41,383000,88,5.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
709,202211,0,1,80,36,392000,80,6.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
757,202211,0,1,80,48,464000,80,5.875,SF,2,Other sellers,PHH MORTGAGE CORPORATION
702,202210,0,1,75,34,341000,75,6.125,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
736,202211,30,1,95,48,299000,95,5.625,SF,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
675,202210,30,1,95,34,428000,95,5.625,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
761,202211,25,1,90,45,486000,90,5.875,SF,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
703,202211,30,1,95,47,546000,95,5.625,SF,3,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
699,202210,0,1,80,46,500000,80,5.375,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
764,202211,0,1,80,50,560000,80,6.125,SF,3,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
692,202211,30,1,95,43,504000,95,6.25,SF,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC"
737,202211,30,1,95,46,504000,95,5.5,SF,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC"
643,202209,0,1,65,50,355000,65,4.875,SF,2,Other sellers,Other servicers
780,202210,25,1,90,41,567000,90,4.875,SF,2,Other sellers,Other servicers
759,202209,0,1,70,30,536000,70,4.75,SF,2,Other sellers,Other servicers
813,202210,0,1,39,40,400000,39,4.625,SF,2,Other sellers,Other servicers
781,202210,0,1,75,47,548000,75,5.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
755,202210,0,1,62,50,281000,62,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
726,202210,0,1,75,50,585000,75,5.25,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
746,202211,0,1,95,35,428000,95,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
682,202211,25,1,90,43,643000,90,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
782,202211,25,1,90,21,338000,90,5.49,CO,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
785,202211,25,1,88,46,415000,88,5.5,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
715,202211,0,1,80,45,456000,80,5.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
747,202211,25,1,90,48,528000,90,5.375,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
714,202211,30,1,95,37,570000,95,5.375,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
785,202211,0,1,80,46,520000,80,5.5,SF,3,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
782,202211,12,1,85,41,442000,85,5.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
739,202211,0,1,80,45,392000,80,5.5,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
800,202211,0,1,80,47,480000,80,5.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
783,202211,0,1,85,22,560000,85,5.375,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
775,202211,0,1,78,29,647000,78,5.5,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
745,202211,25,1,90,33,878000,90,5.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
743,202211,25,1,90,32,405000,90,5.25,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
787,202211,0,1,80,43,488000,80,5.25,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
760,202211,25,1,90,40,495000,90,5.5,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
762,202211,30,1,95,36,508000,95,4.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
658,202211,0,1,80,48,452000,80,6.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
671,202211,0,1,70,44,233000,70,6.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
721,202211,0,1,80,40,424000,80,5.875,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
687,202211,30,1,95,38,627000,95,5.875,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
726,202211,30,1,95,38,532000,95,6.375,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
660,202211,0,1,80,40,444000,80,6.375,SF,3,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
684,202211,25,1,90,43,401000,90,6.25,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
734,202211,0,1,80,29,500000,80,5.875,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
758,202211,25,1,86,31,456000,86,4.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
765,202210,0,1,78,50,970000,78,5.25,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
782,202211,0,1,60,38,350000,60,5.0,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
751,202211,25,1,90,20,599000,90,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
742,202211,25,1,87,34,795000,87,5.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
732,202211,30,1,95,45,485000,95,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
741,202211,0,1,68,31,480000,68,4.875,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
740,202211,30,1,95,47,504000,95,5.125,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
759,202211,30,1,95,49,546000,95,5.5,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
721,202210,0,1,19,42,115000,19,5.625,SF,2,Other sellers,Other servicers
721,202211,30,1,94,44,443000,94,6.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
667,202209,0,1,45,37,350000,45,5.125,SF,2,Other sellers,Other servicers
762,202210,0,1,90,41,405000,90,5.125,SF,1,Other sellers,Other servicers
792,202210,0,1,80,30,448000,80,5.25,SF,1,Other sellers,Other servicers
694,202209,0,1,75,50,551000,75,5.0,SF,2,Other sellers,Other servicers
760,202209,30,1,95,45,580000,95,5.125,SF,2,Other sellers,Other servicers
761,202210,30,1,95,28,541000,95,5.0,SF,2,Other sellers,Other servicers
763,202210,0,1,79,32,571000,79,5.125,SF,2,Other sellers,Other servicers
733,202210,0,1,80,40,512000,80,5.0,SF,1,Other sellers,Other servicers
724,202211,0,1,79,42,647000,79,5.125,SF,2,Other sellers,Other servicers
768,202211,0,1,90,42,596000,90,5.0,SF,1,Other sellers,Other servicers
739,202209,30,1,93,44,520000,93,5.625,SF,2,Other sellers,Other servicers
709,202209,0,1,78,25,526000,78,5.5,SF,2,Other sellers,Other servicers
816,202210,30,1,92,45,535000,92,5.5,SF,1,Other sellers,Other servicers
731,202209,30,1,95,49,461000,95,5.375,SF,2,Other sellers,Other servicers
711,202210,30,1,95,45,391000,95,5.625,SF,1,Other sellers,Other servicers
745,202210,30,1,95,41,420000,95,5.625,SF,2,Other sellers,Other servicers
786,202210,25,1,90,38,629000,90,5.625,SF,2,Other sellers,Other servicers
757,202209,25,1,90,34,459000,90,5.375,SF,2,Other sellers,Other servicers
724,202209,30,1,91,26,470000,91,5.25,SF,2,Other sellers,Other servicers
724,202210,0,1,80,35,600000,80,5.5,PU,1,Other sellers,Other servicers
749,202209,25,1,90,34,486000,90,5.375,SF,2,Other sellers,Other servicers
755,202209,30,1,93,41,485000,93,5.5,SF,2,Other sellers,Other servicers
760,202209,25,1,90,45,450000,90,5.375,SF,2,Other sellers,Other servicers
760,202209,25,1,89,50,467000,89,5.5,SF,2,Other sellers,Other servicers
747,202209,0,1,85,43,410000,85,5.375,SF,2,Other sellers,Other servicers
803,202209,30,1,94,45,338000,94,5.375,PU,2,Other sellers,Other servicers
769,202209,25,1,90,45,402000,90,5.625,SF,2,Other sellers,Other servicers
721,202210,12,1,85,44,315000,85,5.5,CO,1,Other sellers,Other servicers
692,202209,30,1,95,44,533000,95,5.5,SF,2,Other sellers,Other servicers
771,202210,25,1,90,39,569000,90,5.5,SF,2,Other sellers,Other servicers
704,202210,0,1,80,43,527000,80,5.5,SF,1,Other sellers,Other servicers
769,202210,0,1,80,34,408000,80,5.625,SF,1,Other sellers,Other servicers
779,202210,0,1,80,20,540000,80,5.625,SF,2,Other sellers,Other servicers
785,202210,30,1,95,49,586000,95,5.375,SF,2,Other sellers,Other servicers
683,202210,25,1,90,41,459000,90,5.5,SF,1,Other sellers,Other servicers
776,202210,25,1,90,36,335000,90,5.625,SF,2,Other sellers,Other servicers
761,202210,0,1,80,36,449000,80,5.5,SF,2,Other sellers,Other servicers
769,202210,0,1,95,34,713000,95,5.625,SF,1,Other sellers,Other servicers
776,202210,25,1,88,38,323000,88,5.625,CO,1,Other sellers,Other servicers
797,202210,0,1,80,26,536000,80,5.5,SF,2,Other sellers,Other servicers
812,202210,30,1,95,34,489000,95,5.625,SF,1,Other sellers,Other servicers
774,202210,30,1,93,50,488000,93,5.375,SF,2,Other sellers,Other servicers
791,202210,0,1,75,43,420000,75,5.5,SF,1,Other sellers,Other servicers
770,202211,0,1,75,28,578000,75,5.375,SF,2,Other sellers,Other servicers
734,202210,25,1,89,41,395000,89,5.625,SF,1,Other sellers,Other servicers
812,202210,0,1,80,43,560000,80,5.625,SF,1,Other sellers,Other servicers
775,202210,0,1,80,44,544000,80,5.625,SF,2,Other sellers,Other servicers
752,202211,25,1,90,32,360000,90,5.5,SF,1,Other sellers,Other servicers
785,202210,0,1,65,39,550000,65,5.5,SF,2,Other sellers,Other servicers
789,202209,25,1,90,49,495000,90,6.0,SF,1,Other sellers,Other servicers
774,202209,0,1,80,39,585000,80,5.75,SF,2,Other sellers,Other servicers
746,202209,0,1,80,49,480000,80,5.875,SF,2,Other sellers,Other servicers
780,202209,25,1,90,49,401000,90,5.75,SF,1,Other sellers,Other servicers
658,202211,0,1,75,45,544000,75,6.125,SF,2,Other sellers,Other servicers
741,202209,30,1,95,41,613000,95,6.0,SF,2,Other sellers,Other servicers
753,202209,25,1,90,42,450000,90,6.0,SF,2,Other sellers,Other servicers
738,202209,0,1,80,45,312000,80,6.125,SF,3,Other sellers,Other servicers
725,202209,0,1,80,45,452000,80,5.875,SF,1,Other sellers,Other servicers
684,202209,30,1,95,45,494000,95,6.0,SF,3,Other sellers,Other servicers
744,202209,0,1,79,33,560000,79,6.125,SF,2,Other sellers,Other servicers
746,202210,25,1,90,50,414000,90,5.99,SF,1,Other sellers,Other servicers
754,202210,30,1,95,26,645000,95,6.125,SF,1,Other sellers,Other servicers
750,202210,30,1,95,47,513000,95,5.875,SF,2,Other sellers,Other servicers
678,202210,0,1,75,44,604000,75,5.875,SF,2,Other sellers,Other servicers
790,202210,25,1,88,47,647000,88,5.875,SF,1,Other sellers,Other servicers
784,202210,0,1,80,44,521000,80,5.75,SF,2,Other sellers,Other servicers
695,202210,0,1,60,50,276000,60,5.875,SF,2,Other sellers,Other servicers
695,202210,0,1,80,48,472000,80,6.125,PU,2,Other sellers,Other servicers
796,202210,0,1,80,44,552000,80,6.0,SF,1,Other sellers,Other servicers
666,202210,0,1,80,38,540000,80,6.0,SF,2,Other sellers,Other servicers
758,202210,30,1,95,41,447000,95,5.75,SF,2,Other sellers,Other servicers
685,202210,0,1,75,50,398000,75,5.875,SF,2,Other sellers,Other servicers
783,202210,0,1,90,29,392000,90,5.75,SF,2,Other sellers,Other servicers
712,202209,25,1,90,34,432000,90,5.875,SF,1,Other sellers,Other servicers
731,202210,25,1,87,48,515000,87,5.99,SF,2,Other sellers,Other servicers
751,202210,0,1,60,49,645000,60,5.875,SF,2,Other sellers,Other servicers
698,202210,0,1,80,36,528000,80,5.875,SF,2,Other sellers,Other servicers
741,202210,30,1,95,41,480000,95,5.875,SF,1,Other sellers,Other servicers
732,202210,30,1,95,46,442000,95,6.125,SF,2,Other sellers,Other servicers
685,202211,0,1,80,44,520000,80,5.875,SF,1,Other sellers,Other servicers
749,202211,25,1,90,48,477000,90,6.25,SF,2,Other sellers,Other servicers
735,202211,0,1,57,28,325000,57,4.75,PU,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
794,202211,0,1,80,36,688000,80,5.99,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
773,202211,0,1,70,38,970000,70,6.125,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
730,202211,30,1,95,45,760000,95,5.625,SF,3,U.S. BANK N.A.,U.S. BANK N.A.
768,202211,25,1,90,43,540000,90,5.375,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
768,202211,30,1,93,43,581000,93,5.375,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
739,202211,30,1,95,43,551000,95,5.99,SF,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
773,202211,35,1,97,39,572000,97,5.99,SF,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
723,202211,35,1,97,24,495000,97,5.99,SF,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
693,202211,0,1,68,45,588000,68,4.99,SF,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
